"name","name_alt1","name_alt2","name_alt3","name_alt4","abbreviation","type","uniqid","statements","appearances"
"Ausglass",NA,NA,NA,NA,NA,"Professional","110",0,2
"Australian Antique and Art Dealers Association",NA,NA,NA,NA,NA,"Business","157",0,4
"Australian Association for Research in Education",NA,NA,NA,NA,NA,"Professional","167",0,7
"Australian Association for the Teaching of English",NA,NA,NA,NA,NA,"Professional","168",0,40
"Australian Association of Mathematics Teachers",NA,NA,NA,NA,NA,"Professional","178",11,26
"Australian Association of Musical Instrument Makers Inc","Australian Association of Musical Instrument Makers",NA,NA,NA,NA,"Professional","179",0,0
"Australian Association of Special Education",NA,NA,NA,NA,NA,"Hybrid","183",1,0
"Australian Band and Orchestra Directors' Association",NA,NA,NA,NA,NA,"Professional","196",0,1
"Australian Bowhunters Association",NA,NA,NA,NA,NA,"Citizen","209",0,0
"Australian Ceramics Association",NA,NA,NA,NA,NA,"Professional","236",0,3
"Australian Christian Forum on Education Inc","Australian Christian Forum on Education",NA,NA,NA,NA,"Professional","244",0,0
"Australian College of Educators",NA,NA,NA,NA,NA,"Professional","252",1,41
"Australian Commercial Galleries Association",NA,NA,NA,NA,NA,"Business","260",0,3
"Australian Council for Adult Literacy",NA,NA,NA,NA,NA,"Citizen","275",0,2
"Australian Council for Educational Leaders",NA,NA,NA,NA,NA,"Professional","277",0,15
"Australian Council for Private Education and Training",NA,NA,NA,NA,"ACPET","Business","279",9,79
"Australian Council of National Trusts",NA,NA,NA,NA,"ACNT","Citizen","281",1,5
"Australian Council of State School Organisations",NA,NA,NA,NA,NA,"Institutional","283",4,29
"Australian Council of TESOL Associations",NA,NA,NA,NA,NA,"Professional","286",0,0
"Australian Curriculum Studies Association",NA,NA,NA,NA,NA,"Professional","296",0,15
"Australian Dance Council",NA,NA,NA,NA,NA,"Professional","300",0,2
"Australian Education Union",NA,NA,NA,NA,"AEU","Union","318",708,2099
"Australian Federation of Civil Celebrants",NA,NA,NA,NA,NA,"Professional","333",2,8
"Australian Federation of Graduate Women Inc","Australian Federation of Graduate Women",NA,NA,NA,NA,"Citizen","336",0,2
"Australian Federation of Modern Language Teachers Associations",NA,NA,NA,NA,NA,"Professional","340",1,3
"Australian Garden History Society",NA,NA,NA,NA,NA,"Citizen","363",1,44
"Australian Geography Teachers' Association","Australian Geography Teachers Association",NA,NA,NA,NA,"Professional","367",0,0
"Australian Graphic Design Association",NA,NA,NA,NA,"AGDA","Business","374",1,10
"Australian Guild of Music Education",NA,NA,NA,NA,NA,"Professional","380",0,3
"Australian Higher Education Industrial Association",NA,NA,NA,NA,NA,"Institutional","388",4,41
"Australian Historical Association",NA,NA,NA,NA,"AHA","Professional","390",3,29
"Australian Humanists (Council of Australian Humanist Societies)","Council of Australian Humanist Societies","Australian Humanists",NA,NA,NA,"Professional","397",0,0
"Australian Institute for the Conservation of Cultural Material",NA,NA,NA,NA,NA,"Professional","409",0,0
"Australian Institute of Genealogical Studies Inc","Australian Institute of Genealogical Studies",NA,NA,NA,NA,"Professional","421",0,0
"Australian Institute of Interpreters and Translators",NA,NA,NA,NA,NA,"Professional","425",0,0
"Australian Commercial and Media Photographers Association",NA,NA,NA,NA,NA,"Professional","20060",0,1
"Australian Institute of Training and Development",NA,NA,NA,NA,NA,"Professional","448",0,0
"Australian Library and Information Association",NA,NA,NA,NA,NA,"Professional","464",8,46
"Australian Literacy Educators' Association","Australian Literacy Educators Association",NA,NA,NA,NA,"Professional","469",0,1
"Australian Medical Students' Association","Australian Medical Students Association",NA,NA,NA,NA,"Professional","501",3,9
"Australian Music Association",NA,NA,NA,NA,NA,"Business","517",2,7
"Australian Music Centre",NA,NA,NA,NA,NA,"Professional","518",0,15
"Australian National Association of Teachers of Singing",NA,NA,NA,NA,NA,"Professional","523",0,0
"Australian Performing Arts Centre Association","Performing Arts Connections Australia",NA,NA,NA,NA,"Business","557",0,0
"Australian Primary Principals Association",NA,NA,NA,NA,NA,"Professional","579",53,154
"Australian Professional Teachers' Associations","Australian Professional Teachers Associations",NA,NA,NA,NA,"Professional","585",0,0
"Australian Rock Art Research Association Inc","Australian Rock Art Research Association",NA,NA,NA,NA,"Professional","608",0,1
"Australian Science Teachers Association",NA,NA,NA,NA,NA,"Professional","614",2,21
"Australian Secondary Principals Association",NA,NA,NA,NA,NA,"Professional","616",21,56
"Australian Society for Music Education",NA,NA,NA,NA,NA,"Professional","641",1,2
"Australian Society of Archivists",NA,NA,NA,NA,NA,"Professional","644",1,13
"Australian Society of Authors",NA,NA,NA,NA,NA,"Professional","646",1,76
"Australian Songwriters Association",NA,NA,NA,NA,NA,"Professional","660",0,8
"Australian Teachers of Media",NA,NA,NA,NA,NA,"Professional","680",0,6
"Australian Tutoring Association",NA,NA,NA,NA,NA,"Professional","698",67,120
"Australian University Sport","Unisport Australia",NA,NA,NA,NA,"Institutional","699",0,1
"Australian Vocational Education and Training Research Association",NA,NA,NA,NA,"AVETRA","Professional","706",0,1
"Australian Voice Association",NA,NA,NA,NA,NA,"Professional","707",0,1
"Australian Writers' Guild","Australian Writers Guild",NA,NA,NA,NA,"Professional","728",1,34
"Blind Sports Australia",NA,NA,NA,NA,NA,"Citizen","766",0,0
"Career Development Association of Australia",NA,NA,NA,NA,"GMAA","Professional","810",70,143
"Catholic Secondary Principals Australia","Catholic Secondary Principals",NA,NA,NA,NA,"Professional","816",3,7
"Circus Federation of Australia","Circus Federation",NA,NA,NA,NA,"Business","853",1,2
"Community Colleges Australia",NA,NA,NA,NA,NA,"Institutional","880",0,4
"Contemporary Sculptors Association",NA,NA,NA,NA,NA,"Professional","900",0,0
"Council of Australian Postgraduate Associations",NA,NA,NA,NA,NA,"Professional","912",1,25
"Council of Australian University Librarians",NA,NA,NA,NA,NA,"Professional","914",0,4
"Country Music Association of Australia","Country Music Association",NA,NA,NA,NA,"Business","919",3,15
"CREATE Foundation",NA,NA,NA,NA,NA,"Citizen","921",10,48
"Deaf Sports Australia","Deaf Sports",NA,NA,NA,NA,"Hybrid","943",0,0
"Decoupage Guild Australia Inc","Decoupage Guild Australia","Decoupage Guild",NA,NA,NA,"Professional","945",0,0
"Design Institute of Australia",NA,NA,NA,NA,NA,"Professional","952",2,53
"Bush Heritage Australia","Australian Bush Heritage Fund","Bush Heritage",NA,NA,NA,"Hybrid","10561",0,0
"Drama Australia - The National Association for Drama Education Inc","Drama Australia - The National Association for Drama Education","The National Association for Drama Education",NA,NA,NA,"Professional","968",0,0
"Early Childhood Australia",NA,NA,NA,NA,NA,"Citizen","973",80,344
"Early Childhood Intervention Australia","Reimagine",NA,NA,NA,NA,"Citizen","974",0,0
"Early Childhood Teachers' Association","Early Childhood Teachers Association",NA,NA,NA,NA,"Professional","975",0,0
"Education Plus",NA,NA,NA,NA,NA,"Professional","980",0,6
"English Australia",NA,NA,NA,NA,NA,"Business","993",0,41
"Federal Association of Teachers of Dancing Ltd","Federal Association of Teachers of Dancing",NA,NA,NA,NA,"Professional","1014",0,0
"Federation of Australian Historical Societies",NA,NA,NA,NA,NA,"Citizen","1020",0,5
"Folk Alliance Australia","Folk Alliance",NA,NA,NA,NA,"Citizen","1045",0,5
"Friends of Libraries Australia Inc","Friends of Libraries Australia","Friends of Libraries",NA,NA,NA,"Citizen","1060",0,1
"Graduate Management Association of Australia","Graduate Management Association",NA,NA,NA,NA,"Professional","1095",0,0
"Group Training Australia","National Apprentice Employment Network",NA,NA,NA,"JCIA","Professional","1104",26,44
"Guiding Organisations Australia","Guiding Organisations",NA,NA,NA,"GOA","Professional","1106",0,0
"Higher Education Research and Development Organisation of Australia","Higher Education Research and Development Organisation",NA,NA,NA,NA,"Professional","1125",0,0
"History Teachers' Association of Australia","History Teachers' Association","History Teachers Association of Australia","History Teachers Association",NA,NA,"Professional","1130",0,3
"Home Economics Institute of Australia","Home Economics Institute",NA,NA,NA,NA,"Professional","1133",0,4
"Illustrators Australia",NA,NA,NA,NA,NA,"Professional","1150",0,0
"Independent Schools Council of Australia","Independent Schools Australia","Independent Schools Council",NA,NA,NA,"Institutional","1156",44,198
"Interpretation Australia Association",NA,NA,NA,NA,"IA","Professional","1190",0,0
"Learning Assistance Programme Association Inc","Learning Assistance Programme Association",NA,NA,NA,NA,"Professional","1221",0,0
"Live Performance Australia",NA,NA,NA,NA,"LPA","Business","1232",58,255
"Museums Australia","Australian Museums and Galleries Association",NA,NA,NA,NA,"Business","1287",10,20
"Music Council of Australia","Music Australia",NA,NA,NA,NA,"Business","1288",3,328
"Musicians Union of Australia","Musicians Union",NA,NA,NA,NA,"Union","1289",2,4
"National Association for the Visual Arts",NA,NA,NA,NA,NA,"Business","1300",16,94
"National Catholic Education Commission",NA,NA,NA,NA,NA,"Institutional","1318",59,269
"National Out of School Hours Services Association",NA,NA,NA,NA,NA,"Institutional","1349",0,1
"National Tertiary Education Union",NA,NA,NA,NA,"NTEU","Union","1368",227,954
"National Union of Students",NA,NA,NA,NA,NA,"Union","1370",52,244
"Organ Historical Trust of Australia","Organ Historical Trust",NA,NA,NA,NA,"Hybrid","1398",0,0
"Playgroup Australia",NA,NA,NA,NA,NA,"Citizen","1436",6,16
"Primary English Teachers Association Australia","Primary English Teachers Association",NA,NA,NA,NA,"Professional","1450",0,0
"Romance Writers of Australia","Romance Writers",NA,NA,NA,NA,"Professional","1505",0,14
"Sculptors Society",NA,NA,NA,NA,NA,"Professional","1535",0,0
"Sisters in Crime",NA,NA,NA,NA,NA,"Professional","1555",0,41
"Universities Australia",NA,NA,NA,NA,NA,"Institutional","1668",369,1542
"University Colleges Australia",NA,NA,NA,NA,NA,"Institutional","1669",0,0
"Women in Adult & Vocational Education","Women in Adult and Vocational Education",NA,NA,NA,NA,"Professional","1700",0,1
"AMPLA","Energy and Resources Law Association",NA,NA,NA,NA,"Business","49",0,0
"Ash Development Association of Australia","Ash Development Association",NA,NA,NA,"ADAA","Business","72",0,0
"Association of Mining Exploration Companies",NA,NA,NA,NA,NA,"Business","92",0,0
"Australian Aluminium Council",NA,NA,NA,NA,"ASSDA","Business","152",24,70
"Australian Coal Association",NA,NA,NA,NA,NA,"Business","248",0,38
"Austmine",NA,NA,NA,NA,NA,"Business","20010",0,12
"Australian Drilling Industry Association",NA,NA,NA,NA,NA,"Business","314",3,4
"Australian Drilling Industry Training Committee Ltd","Australian Drilling Industry Training Committee",NA,NA,NA,NA,"Professional","315",0,0
"Australian Gas Association",NA,NA,NA,NA,"AGA","Business","365",1,3
"Australian Institute of Energy",NA,NA,NA,NA,NA,"Professional","419",1,11
"Australian Institute of Petroleum",NA,NA,NA,NA,NA,"Business","437",17,258
"Australian Liquefied Petroleum Gas Association (t/a LPG Australia)","Gas Energy Australia","Australian Liquefied Petroleum Gas Association","LPG Australia",NA,NA,"Business","466",13,54
"Australian Mines and Metals Association","Australian Resources and Energy Employer Association",NA,NA,NA,NA,"Business","508",111,310
"Australian Petroleum Production and Exploration Association",NA,NA,NA,NA,NA,"Business","558",128,900
"Australian Pipeline Industry Association","Australian Pipelines and Gas Association",NA,NA,NA,NA,"Business","566",29,75
"Australian Steel Institute",NA,NA,NA,NA,NA,"Business","670",7,28
"Biofuels Association of Australia","Bioenergy Australia","Biofuels Association",NA,NA,NA,"Business","760",33,53
"Clean Energy Council",NA,NA,NA,NA,NA,"Business","860",189,834
"Construction and Mining Equipment Industry Group Inc","Construction and Mining Equipment Industry Group",NA,NA,NA,NA,"Business","893",0,0
"Energy Networks Association","Energy Networks Australia",NA,NA,NA,NA,"Business","989",44,213
"Energy Retailers Association of Australia","Australian Energy Council","Energy Retailers Association",NA,NA,NA,"Business","991",213,817
"Energy Supply Association of Australia","Energy Supply Association",NA,NA,NA,NA,"Business","990",0,0
"Mine Managers' Association of Australia Inc","Mine Managers' Association of Australia","Mine Managers' Association","Mine Managers Association of Australia","Mine Managers Association",NA,"Professional","1274",0,0
"Minerals Council of Australia","Minerals Council",NA,NA,NA,"MCA","Business","1275",598,1715
"Resources RTO","Resources Industry Skills Association",NA,NA,NA,NA,"Business","1494",0,0
"Australasian Convenience and Petroleum Marketers Association",NA,NA,NA,NA,"ACAPMA","Business","20018",5,105
"Australian Petroleum Agents and Distributors Association",NA,NA,NA,NA,NA,"Business","10580",0,0
"Business Council for Sustainable Energy Australia",NA,NA,NA,NA,NA,"Business","10586",0,0
"Energy Users Association of Australia","Energy Users Association",NA,NA,NA,"GAMAA","Business","20106",84,266
"Air Pollution Control Equipment Manufacturers Association",NA,NA,NA,NA,"AME","Business","32",0,0
"Australian Conservation Foundation",NA,NA,NA,NA,NA,"Citizen","269",207,1184
"Australian Coral Reef Society",NA,NA,NA,NA,NA,"Citizen","272",0,2
"Australian Environmental Pest Managers Association",NA,NA,NA,NA,NA,"Professional","323",1,5
"Australian Industry Greenhouse Network",NA,NA,NA,NA,NA,"Business","406",0,26
"Australian Koala Foundation",NA,NA,NA,NA,NA,"Citizen","458",3,60
"Australian Marine Conservation Society",NA,NA,NA,NA,NA,"Citizen","489",40,255
"Australian Rainforest Conservation Society",NA,NA,NA,NA,NA,"Citizen","594",0,1
"Australian Wildlife Protection Council",NA,NA,NA,NA,NA,"Citizen","717",2,3
"Butterfly Foundation",NA,NA,NA,NA,NA,"Hybrid","801",81,0
"Clean Up Australia",NA,NA,NA,NA,NA,"Hybrid","861",25,0
"Colong Foundation for Wilderness","Wilderness Australia",NA,NA,NA,NA,"Citizen","866",1,44
"Conservation Volunteers Australia","Conservation Volunteers",NA,NA,NA,NA,"Service","892",11,0
"Ecological Society of Australia Inc","Ecological Society of Australia","Ecological Society",NA,NA,NA,"Professional","977",1,9
"Foundation for Australia's Most Endangered Species","Foundation for Australias Most Endangered Species",NA,NA,NA,NA,"Citizen","1052",0,0
"Foundation for National Parks and Wildlife",NA,NA,NA,NA,NA,"Service","1053",0,0
"Friends of the Earth",NA,NA,NA,NA,NA,"Citizen","1062",20,297
"Greening Australia",NA,NA,NA,NA,NA,"Citizen","1102",23,130
"Institute of Australian Consulting Arborists",NA,NA,NA,NA,NA,"Professional","1167",0,0
"JNF Environmental Association of Australia Inc","JNF Environmental Association of Australia","JNF Environmental Association",NA,NA,NA,"Service","1207",0,0
"Marine and Coastal Community Network",NA,NA,NA,NA,NA,"Citizen","1243",0,0
"National Environmental Law Association",NA,NA,NA,NA,NA,"Professional","1331",0,2
"OceanWatch Australia",NA,NA,NA,NA,NA,"Hybrid","1391",0,0
"Sustainable Business Australia","Business Council for Sustainable Development Australia","Business Council for Sustainable Development",NA,NA,NA,"Business","1605",2,10
"Sustainable Living Foundation",NA,NA,NA,NA,NA,"Service","1606",0,0
"Sustainable Population Australia","Sustainable Population",NA,NA,NA,NA,"Citizen","1607",6,40
"Total Environment Centre",NA,NA,NA,NA,NA,"Citizen","1649",16,95
"Wilderness Society",NA,NA,NA,NA,NA,"Citizen","1691",184,782
"World Wildlife Fund Australia","World Wildlife Fund",NA,NA,NA,"WWF","Citizen","1709",22,36
"Beverage Industry Environment Council",NA,NA,NA,NA,NA,"Business","10678",0,0
"Timber Promotion Council",NA,NA,NA,NA,NA,"Business","10712",0,0
"Australasian (Iron and Steel) Slag Association",NA,NA,NA,NA,NA,"Business","20011",0,0
"Australian Environment Business Network",NA,NA,NA,NA,NA,"Business","10587",0,0
"Greenpeace",NA,NA,NA,NA,NA,"Citizen","10762",204,983
"Australians for Animals",NA,NA,NA,NA,NA,"Citizen","10744",0,3
"Alliance for a Clean Environment",NA,NA,NA,NA,NA,"Citizen","10585",0,3
"World Animal Protection",NA,NA,NA,NA,NA,"Citizen","10735",28,73
"Clean Air Society of Australia and New Zealand",NA,NA,NA,NA,NA,"Professional","10700",0,1
"Environment Institute of Australia and New Zealand",NA,NA,NA,NA,NA,"Professional","10588",0,1
"Australia New Zealand Society for Ecological Economics",NA,NA,NA,NA,NA,"Professional","10573",0,0
"Gould League",NA,NA,NA,NA,NA,"Service","10590",0,0
"International Crocodile Rescue",NA,NA,NA,NA,NA,"Service","10591",0,0
"Ethical Investment Association",NA,NA,NA,NA,NA,"Business","10749",0,0
"Asset Management Council",NA,NA,NA,NA,NA,"Business","20003",0,1
"FINSIA",NA,NA,NA,NA,NA,"Business","10695",8,103
"Financial Services Consumer Policy Centre",NA,NA,NA,NA,NA,"Citizen","10565",0,0
"Australian and New Zealand Institute of Insurance and Finance",NA,NA,NA,NA,NA,"Professional","10747",0,6
"Institute of Public Accounts",NA,NA,NA,NA,NA,"Professional","10603",0,0
"Aboriginal & Torres Strait Islander Library & Information Resource Network Inc","Aboriginal and Torres Strait Islander Library and Information Resource Network",NA,NA,NA,NA,"Citizen","4",0,0
"Aboriginal Children's Advancement Society","Aboriginal Childrens Advancement Society",NA,NA,NA,NA,"Service","5",0,0
"Australian Indigenous Art Trade Association","Aboriginal Art Association of Australia",NA,NA,NA,NA,"Professional","400",0,4
"Australian Indigenous Communications Association","First Nations Media Australia",NA,NA,NA,NA,"Business","401",1,9
"Australian Indigenous Doctors' Association","Australian Indigenous Doctors Association",NA,NA,NA,NA,"Professional","402",0,2
"Australian Indigenous Leadership Centre",NA,NA,NA,NA,"AEC","Service","403",0,0
"Institute for Aboriginal Development",NA,NA,NA,NA,NA,"Citizen","10502",0,4
"National Indigenous Arts Advocacy Association",NA,NA,NA,NA,NA,"Citizen","10504",0,0
"ActionAid Australia","ActionAid",NA,NA,NA,NA,"Citizen","11",5,11
"American Chamber of Commerce in Australia",NA,NA,NA,NA,"AABC","Business","46",0,180
"Australia Africa Business Council",NA,NA,NA,NA,NA,"Business","115",0,0
"Australia Arab Chamber of Commerce and Industry",NA,NA,NA,NA,NA,"Business","116",0,0
"Australia China Business Council",NA,NA,NA,NA,"ACBC","Business","118",69,443
"Australia India Business Council",NA,NA,NA,NA,NA,"Business","121",2,40
"Australia Tibet Council",NA,NA,NA,NA,NA,"Citizen","125",0,7
"Australia-Brazil Chamber of Commerce Inc","Australia-Brazil Chamber of Commerce","Australia Brazil Chamber of Commerce Inc",NA,NA,NA,"Business","128",0,0
"Australia-Fiji Business Council",NA,"Australia Fiji Business Council",NA,NA,NA,"Business","129",0,1
"Australia-Hungary Chamber of Commerce & Industry","Australia-Hungary Chamber of Commerce and Industry","Australia Hungary Chamber of Commerce & Industry",NA,NA,NA,"Business","130",0,0
"Australia-Israel Chamber of Commerce",NA,"Australia Israel Chamber of Commerce",NA,NA,NA,"Business","131",0,207
"Australia-Japan Business Cooperation Committee",NA,"Australia Japan Business Cooperation Committee",NA,NA,NA,"Business","132",0,1
"Australia-Latin America Business Council",NA,"Australia Latin America Business Council",NA,NA,NA,"Business","133",0,3
"Australia-Malaysia Business Council",NA,"Australia Malaysia Business Council",NA,NA,NA,"Business","134",0,0
"Australia-Papua New Guinea Business Council",NA,"Australia Papua New Guinea Business Council",NA,NA,NA,"Business","135",0,2
"Australia-Philippines Business Council",NA,"Australia Philippines Business Council",NA,NA,NA,"Business","136",0,0
"Australia-Singapore Chamber of Commerce and Industry",NA,"Australia Singapore Chamber of Commerce and Industry",NA,NA,NA,"Business","137",0,0
"Australia-Taiwan Business Council",NA,"Australia Taiwan Business Council",NA,NA,NA,"Business","138",0,10
"Australia-Thailand Business Council",NA,"Australia Thailand Business Council",NA,NA,NA,"Business","139",0,0
"Australia:Israel and Jewish Affairs Council","Australia Israel and Jewish Affairs Council",NA,NA,NA,NA,"Citizen","140",0,38
"Australian British Chamber of Commerce",NA,NA,NA,NA,NA,"Business","216",3,99
"Australian German Association",NA,NA,NA,NA,NA,"Business","369",0,1
"Export Council of Australia","Australian Institute of Export",NA,NA,NA,NA,"Business","10597",11,58
"Canadian Australian Chamber of Commerce",NA,NA,NA,NA,NA,"Business","804",0,0
"French Australian Chamber of Commerce and Industry",NA,NA,NA,NA,"FACCI","Business","1059",0,5
"German Australian Chamber of Industry and Commerce",NA,NA,NA,NA,NA,"Business","1083",0,0
"Hong Kong Australia Business Association",NA,NA,NA,NA,NA,"Business","1137",0,7
"Irish-Australian Chamber of Commerce","Irish Australian Chamber of Commerce",NA,NA,NA,NA,"Business","1195",1,1
"Italian Chamber of Commerce and Industry in Australia","Italian Chamber of Commerce and Industry",NA,NA,NA,"ICCI","Business","1200",0,2
"La Camara",NA,NA,NA,NA,"SCCA","Business","1215",0,0
"Swedish-Australian Chamber of Commerce",NA,NA,NA,NA,NA,"Business","1608",0,0
"Swiss-Australian Chamber of Commerce and Industry","Swiss Australian Chamber of Commerce and Industry",NA,NA,NA,"SACCI","Business","1610",0,0
"Australasian Philatelic Traders' Association","Australasian Philatelic Traders Association",NA,NA,NA,"APTA","Business","20030",0,0
"Australasian Association of Genealogists and Record Agents",NA,NA,NA,NA,NA,"Professional","20014",0,0
"Australasian Fire Authorities Council",NA,NA,NA,NA,NA,"Professional","10604",0,6
"Australian Local Government Association",NA,NA,NA,NA,NA,"Institutional","474",37,210
"Australian Local Government Women's Association","Australian Local Government Womens Association",NA,NA,NA,NA,"Professional","475",0,9
"Australian Republican Movement",NA,NA,NA,NA,"ARM","Citizen","600",43,427
"Australians for Constitutional Monarchy",NA,NA,NA,NA,NA,"Citizen","732",0,83
"Community and Public Sector Union",NA,NA,NA,NA,NA,"Union","876",418,1684
"Institute of Public Administration Australia","Institute of Public Administration",NA,NA,NA,"IPAA","Business","1182",5,112
"Local Government Managers Australia","Local Government Managers",NA,NA,NA,NA,"Professional","1234",0,2
"Proportional Representation Society of Australia","Proportional Representation Society",NA,NA,NA,"PRSA","Citizen","1465",0,5
"Reconciliation Australia",NA,NA,NA,NA,NA,"Citizen","1481",31,284
"Women's Electoral Lobby - Australia Inc","Women's Electoral Lobby","Womens Electoral Lobby - Australia Inc","Womens Electoral Lobby",NA,NA,"Citizen","1703",0,0
"Aceda Inc","Aceda",NA,NA,NA,NA,"Service","9",0,0
"Acoustic Neuroma Association Australia Inc","Acoustic Neuroma Association Australia","Acoustic Neuroma Association",NA,NA,NA,"Service","10",0,0
"Al-Anon Family Groups Pty Ltd","Al-Anon Family Groups",NA,NA,NA,NA,"Service","34",0,0
"Alison Hunter Memorial Foundation",NA,NA,NA,NA,NA,"Hybrid","37",0,0
"Allergy and Anaphylaxis Australia","Allergy and Anaphylaxis",NA,NA,NA,NA,"Hybrid","38",0,0
"Allergy & Environmental Sensitivity Support & Research Association","Allergy and Environmental Sensitivity Support and Research Association",NA,NA,NA,NA,"Service","39",0,0
"Allied Health Professions Australia","Allied Health Professions",NA,NA,NA,"AHPA","Professional","40",5,13
"Alzheimer's Australia","Alzheimers Australia",NA,NA,NA,"SAV","Hybrid","43",0,0
"AMIDA",NA,NA,NA,NA,NA,"Citizen","47",0,9
"Arthritis Australia",NA,NA,NA,NA,NA,"Citizen","66",7,32
"Asbestos Diseases Foundation of Australia","Asbestos Diseases Foundation",NA,NA,NA,NA,"Citizen","70",2,8
"Asbestoswise",NA,NA,NA,NA,NA,"Hybrid","71",0,0
"Association of Hospital Supply and Purchasing Officers Inc","Association of Hospital Supply and Purchasing Officers",NA,NA,NA,NA,"Professional","87",0,0
"Association of Massage Therapists",NA,NA,NA,NA,NA,"Professional","91",1,3
"Asthma Australia",NA,NA,NA,NA,"AFNSW","Hybrid","102",3,0
"Audiological Society of Australia (t/a Audiology Australia)","Audiology Australia","Audiological Society of Australia","Audiological Society",NA,NA,"Professional","107",0,9
"The Australian Federation of SPELD Associations","Auspeld",NA,NA,NA,NA,"Citizen","111",0,7
"Australia Medic Alert Foundation",NA,NA,NA,NA,NA,"Service","123",0,0
"Australian Acupuncture and Chinese Medicine Association",NA,NA,NA,NA,NA,"Professional","145",0,2
"Australian Advisory Board on Autism Spectrum Disorders","Australian Advisory Board on Austism",NA,NA,NA,NA,"Citizen","147",0,0
"Australian and NZ College of Anaesthetists",NA,NA,NA,NA,"AAS","Professional","154",0,0
"Australian Anti-Fluoridation Association",NA,NA,NA,NA,NA,"Citizen","156",0,1
"Australian Association for Infant Mental Health",NA,NA,NA,NA,"AAMHI","Professional","163",0,1
"Australian Association for the Wellbeing of Children in Healthcare",NA,NA,NA,NA,"AWCH","Citizen","169",0,0
"Australian Association of Consultant Pharmacy",NA,NA,NA,NA,NA,"Professional","170",0,1
"Australian Association of Gerontology",NA,NA,NA,NA,"AAG","Professional","173",0,6
"Australian Association of Massage Therapists","Massage and Myotherapy Australia",NA,NA,NA,"AAMT","Professional","177",0,4
"Australian Association of Pathology Practices Inc","Australian Pathology",NA,NA,NA,NA,"Professional","181",8,69
"Australian Association of Surgeons",NA,NA,NA,NA,NA,"Professional","185",0,0
"Australian Breastfeeding Association",NA,NA,NA,NA,NA,"Citizen","214",15,110
"Australian Cancer Research Foundation",NA,NA,NA,NA,NA,"Service","221",0,0
"Australian College of Children's and Young People's Nurses",NA,NA,NA,NA,NA,"Professional","250",0,0
"Australian College of Critical Care Nurses Ltd","Australian College of Critical Care Nurses",NA,NA,NA,NA,"Professional","251",8,12
"Australian College of Mental Health Nurses",NA,NA,NA,NA,NA,"Professional","253",3,11
"Australian College of Midwives",NA,NA,NA,NA,NA,"Professional","254",15,79
"Australian College of Neonatal Nurses Inc","Australian College of Neonatal Nurses",NA,NA,NA,NA,"Professional","255",0,0
"Australian College of Operating Room Nurses",NA,NA,NA,NA,NA,"Professional","256",0,0
"Australian College of Rural and Remote Medicine",NA,NA,NA,NA,NA,"Professional","257",8,63
"Australian Council for Health, Physical Education and Recreation",NA,NA,NA,NA,NA,"Professional","278",0,13
"Australian Council of Stoma Associations",NA,NA,NA,NA,"ACSA","Citizen","284",0,0
"Australian Council on Healthcare Standards",NA,NA,NA,NA,NA,"Institutional","290",0,22
"Australian Counselling Association",NA,NA,NA,NA,NA,"Professional","291",4,20
"Australian Day Hospital Association Ltd","Australian Day Hospital Association",NA,NA,NA,"ADHA","Institutional","301",0,0
"Australian Dental Association",NA,NA,NA,NA,NA,"Professional","304",64,340
"Australian Dental Prosthetists Association",NA,NA,NA,NA,NA,"Professional","305",0,1
"Australian Dermatology Nurses' Association","Australian Dermatology Nurses Association",NA,NA,NA,"AD","Professional","306",0,0
"Australian Diabetes Council","Diabetes NSW and ACT",NA,NA,NA,"DQ","Citizen","307",0,6
"Australian Diabetes Educators Association",NA,NA,NA,NA,"ADEA","Professional","308",0,5
"Australian Diabetes Society",NA,NA,NA,NA,NA,"Citizen","309",7,28
"Australian Diagnostic Imaging Association",NA,NA,NA,NA,"ADIA","Business","310",13,36
"Australian Dispensing Opticians Association",NA,NA,NA,NA,NA,"Professional","313",0,0
"Australian Drug Foundation","Alcohol and Drug Foundation",NA,NA,NA,NA,"Citizen","316",44,182
"Australian Federation of AIDS Organisations","AIDS Trust of Australia","AIDS Trust",NA,NA,NA,"Citizen","28",7,50
"Australian Federation of Medical Women",NA,NA,NA,NA,"AFMW","Professional","339",0,1
"Australian Foundation for Disability",NA,NA,NA,NA,NA,"Service","358",1,0
"Australian Health Promotion Association",NA,NA,NA,NA,NA,"Professional","382",2,9
"Australian Healthcare and Hospitals Association",NA,NA,NA,NA,"AHHA","Institutional","383",23,73
"Australian Hypnotherapists' Association","Australian Hypnotherapists Association",NA,NA,NA,NA,"Professional","398",4,0
"Australian Institute of Kinesiologists Ltd","Australian Institute of Kinesiologists",NA,NA,NA,NA,"Professional","427",0,0
"Australian Institute of Medical Scientists",NA,NA,NA,NA,"AIMS","Professional","432",0,2
"Australian Institute of Occupational Hygienists",NA,NA,NA,NA,NA,"Professional","434",5,23
"Australian Institute of Radiography","Australian Society of Medical Imaging and Radiation Therapy",NA,NA,NA,NA,"Professional","444",0,2
"Australian Kinesiology Association",NA,NA,NA,NA,"AMTA","Professional","457",0,2
"Australian Lung Foundation",NA,NA,NA,NA,NA,"Citizen","478",0,0
"Australian Medical Association",NA,NA,NA,NA,NA,"Professional","500",1919,6473
