"name","name_alt1","name_alt2","name_alt3","name_alt4","abbreviation","type","uniqid","statements","appearances"
"Australia-Pacific Islands Business Council","Australia Pacific Islands Business Council",NA,NA,NA,"APIBC","Business","20049",0,1
"Small Business Association of Australia","Small Business Association",NA,NA,NA,NA,"Business","10697",8,14
"SME Association of Australia","SME Association",NA,NA,NA,"VA","Business","20179",0,8
"Swimming Pool and Spa Association of Australia","Swimming Pool and Spa Association",NA,NA,NA,"CICA","Business","20185",14,19
"Australasian Wellness Association",NA,NA,NA,NA,NA,"Business","20045",0,1
"Baking Association of Australia","Baking Association",NA,NA,NA,"BIAQ","Business","20086",2,21
"Master Painters and Decorators Australia","Master Painters and Decorators",NA,NA,NA,NA,"Professional","20138",0,0
"Master Electricians Australia","Master Electricians",NA,NA,NA,NA,"Professional","20136",4,34
"Association of Australasian Diesel Specialists",NA,NA,NA,NA,"AADS","Business","20004",0,0
"Parking Australia",NA,NA,NA,NA,"ODA","Business","20152",19,55
"Australasian Railway Association",NA,NA,NA,NA,"ARA","Business","20034",12,39
"Australian Helicopter Industry Association",NA,NA,NA,NA,"AWPA","Business","10761",3,6
"Bicycle Federation of Australia","Bicycle Federation",NA,NA,NA,NA,"Citizen","10686",0,0
"Society of Automotive Engineers Australasia","Society of Automotive Engineers",NA,NA,NA,NA,"Professional","10727",2,0
"Australasian Tunnelling Society",NA,NA,NA,NA,NA,"Professional","20044",0,0
"Railway Technical Society of Australasia","Railway Technical Society",NA,NA,NA,"RTSA","Professional","20160",0,3
"Council of Motor Clubs",NA,NA,NA,NA,NA,"Service","10760",0,0
"Aircraft Owners and Pilots Association of Australia","Aircraft Owners and Pilots Association",NA,NA,NA,"AOPA","Professional","33",8,7
"Amy Gillett Foundation",NA,NA,NA,NA,NA,"Citizen","50",0,33
"Australian Airports Association",NA,NA,NA,NA,NA,"Business","150",135,353
"Australian Association for Maritime Affairs",NA,NA,NA,NA,NA,"Business","164",0,0
"Australian Automobile Association",NA,NA,NA,NA,NA,"Citizen","187",71,479
"Australian Automobile Dealers Association",NA,NA,NA,NA,NA,"Professional","188",0,1
"Australian Automotive Aftermarket Association",NA,NA,NA,NA,"AAAA","Business","189",17,35
"Australian Federation of Air Pilots",NA,NA,NA,NA,NA,"Professional","332",40,237
"Australian Furniture Removers Association",NA,NA,NA,NA,NA,"Professional","361",3,4
"Australian Historic Motoring Council Inc","Australian Historic Motoring Federation",NA,NA,NA,NA,"Citizen","389",0,0
"Australian Industrial Truck Association",NA,NA,NA,NA,NA,"Business","404",0,0
"Australian Institute of Marine and Power Engineers",NA,NA,NA,NA,NA,"Professional","430",0,36
"Australian Motor Industry Federation","Motor Trades Association of Australia",NA,NA,NA,NA,"Business","10618",1,76
"Australian Licensed Aircraft Engineers' Association","Australian Licensed Aircraft Engineers Association",NA,NA,NA,NA,"Professional","465",23,24
"Australian National Four Wheel Drive Council",NA,NA,NA,NA,"AHMF","Citizen","528",0,0
"NatRoad Ltd","National Road Transport Association","NatRoad",NA,NA,"NSWTC","Business","1374",10,33
"Australian Rail, Tram and Bus Industry Union",NA,NA,NA,NA,NA,"Union","593",0,40
"Australian Road Train Association",NA,NA,NA,NA,NA,"Business","606",0,0
"Australian Road Transport Suppliers Association",NA,NA,NA,NA,"ARTSA","Business","607",0,3
"Australian Ship Repairers Group","Australian Shipbuilders and Repair Group",NA,NA,NA,NA,"Business","628",0,0
"Australian Shipowners Association","Maritime Industry Australia",NA,NA,NA,NA,"Business","629",4,31
"Australian Taxi Industry Association",NA,NA,NA,NA,NA,"Business","678",7,14
"Australian Trucking Association",NA,NA,NA,NA,"ATIA","Business","694",28,146
"Australian Women Pilots Association",NA,NA,NA,NA,NA,"Professional","722",0,4
"Auto Parts Recyclers Association of Australia Inc","Auto Parts Recyclers Association of Australia","Auto Parts Recyclers Association",NA,NA,NA,"Business","738",0,0
"Bicycle Industries Australia",NA,NA,NA,NA,NA,"Business","757",8,12
"Board of Airline Representatives of Australia","Board of Airline Representatives",NA,NA,NA,NA,"Business","769",17,70
"Bus Industry Confederation",NA,NA,NA,NA,"BIC","Business","794",3,5
"Chartered Institute of Logistics and Transport",NA,NA,NA,NA,NA,"Business","832",0,18
"Civil Air Australia",NA,NA,NA,NA,"CIVILAIR","Professional","857",3,6
"Company of Master Mariners of Australia","Company of Master Mariners",NA,NA,NA,NA,"Professional","885",0,0
"Customs Brokers and Forwarders Council of Australia","Customs Brokers and Forwarders Council",NA,NA,NA,NA,"Business","930",1,3
"Disabled Motorists",NA,NA,NA,NA,NA,"Service","959",0,0
"Federal Chamber of Automotive Industries",NA,NA,NA,NA,"FCAI","Business","1015",243,939
"Federation of Automotive Products Manufacturers",NA,NA,NA,NA,NA,"Business","1021",2,11
"Flight Attendants Association of Australia","Flight Attendants Association","Flight Attendants' Association of Australia","Flight Attendants' Association",NA,NA,"Union","1044",74,196
"Institute of Automotive Mechanical Engineers",NA,NA,NA,NA,"IAME","Professional","1169",2,4
"Logistics Association of Australia","Supply Chain and Logistics Association Of Australia","Logistics Association","Supply Chain and Logistics Association",NA,NA,"Professional","1235",0,1
"Maritime Union of Australia","Maritime Union",NA,NA,NA,NA,"Union","1244",89,993
"National Bulk Tanker Association",NA,NA,NA,NA,"NBTA","Business","1317",0,1
"Roads Australia","Australian Road Federation",NA,NA,NA,NA,"Business","10685",3,29
"National Tourism Alliance",NA,NA,NA,NA,NA,"Business","1369",0,3
"Overnight Airfreight Operators' Association","Overnight Airfreight Operators Association",NA,NA,NA,NA,"Professional","1409",0,0
"Ports Australia",NA,NA,NA,NA,"ASA","Business","1445",40,85
"Rail Track Association Australia","Rail Track Association",NA,NA,NA,NA,"Business","1477",0,0
"Refrigerated Warehouse and Transport Association of Australia Ltd","Refrigerated Warehouse and Transport Association of Australia","Refrigerated Warehouse and Transport Association",NA,NA,NA,"Business","1485",0,0
"Regional Aviation Association of Australia","Regional Aviation Association",NA,NA,NA,NA,"Business","1487",20,41
"Roadmarking Industry Association of Australia","Roadmarking Industry Association",NA,NA,NA,NA,"Business","1502",0,0
"Shipping Australia",NA,NA,NA,NA,NA,"Business","1549",38,90
"Space Industry Association of Australia","Space Industry Association",NA,NA,NA,"ASICC","Business","1570",7,59
"Transport Workers' Union of Australia","Transport Workers' Union","Transport Workers Union of Australia","Transport Workers Union",NA,"QPSU","Union","1655",0,7
